2403,Borderlands,Neutral,"I-Hard like me, RARE LONDON DE, HANDSOME 2011, Borderlands 3 (Xbox) dlvr.it/RMTrgF"
2404,Borderlands,Positive,that was the first borderlands session in a long time where i actually had a really satisfying combat experience. i got some really good kills
2404,Borderlands,Positive,this was the first Borderlands session in a long time where i actually had a really satisfying fighting experience. i got some really good kills
2404,Borderlands,Positive,that was the first borderlands session in a long time where i actually had a really satisfying combat experience. i got some really good kills
2404,Borderlands,Positive,that was the first borderlands session in a long time where i actually enjoyed a really satisfying combat experience. i got some rather good kills
2404,Borderlands,Positive,that I was the first real borderlands session in a nice long wait time where i actually had a really satisfying combat experience. and i got some really good kills
2404,Borderlands,Positive,that was the first borderlands session in a hot row where i actually had a really bad combat experience. i did some really good kills
2405,Borderlands,Negative,the biggest dissappoinment in my life came out a year ago fuck borderlands 3
2405,Borderlands,Negative,The biggest disappointment of my life came a year ago.
2405,Borderlands,Negative,The biggest disappointment of my life came a year ago.
2405,Borderlands,Negative,the biggest dissappoinment in my life coming out a year ago fuck borderlands 3
2405,Borderlands,Negative,For the biggest male dissappoinment in my life came hanging out a year time ago fuck borderlands 3
2405,Borderlands,Negative,the biggest dissappoinment in my life came back last year ago fuck borderlands last
2406,Borderlands,Positive,WE FINISHED BORDERLANDS 3 FINALLY YAS! Thank you for hanging out everyone! It was fun. I will try to stream tomorrow but if not I might so some IRL streams while awayu. We shall see. Thank you so much for the raids @mompou_mumpow @MegaMagwitch and @KfdMitch.
2406,Borderlands,Positive,"WE FINALLY FINALLY FIND BORDERLANDS 3 YES! Thank you all for hanging out! It was fun. I'll try to stream tomorrow, but if not, maybe some IRL streams. We'll see. Thanks for the raids @ mompou _ mumpow @ MegaMagwitch and @ KfdMitch."
2406,Borderlands,Positive,"Thank you for hanging up everyone! It was fun. I'll try to get a haircut tomorrow, but if it wasn't for me, some IRL streams would still be in Hawaii. We'll see. Thank you so much for the @ mompou _ mumpow @ MegaMagwife and @ fendMitch raids."
2406,Borderlands,Positive,WE FINISHED BORDERLANDS 3 UPDATE YAS! Thank you for hanging out guys! It was fun. I will try to stream and even if not I might so some IRL streams while awayu. We shall go. Thank you so much for the raids @mompou_mumpow @MegaMagwitch and Hope.
2406,Borderlands,Positive,WE FINISHED BORDERLANDS 3 AND FINALLY YAS! Thank you everyone for hanging out everyone! It was fun. I will try to make stream tomorrow but if not I might make so some IRL streams while awayu. 10 We never shall see. Thank you both so... much for the raids @mompou_mumpow or @MegaMagwitch and 4 @KfdMitch.
2406,Borderlands,Positive,WE FINISHED BORDERLANDS 3 FINALLY YAS! Hey you for hanging out so! It was fun. I will try that stream tomorrow and if not I might use some IRL streams from awayu. We shall see. Thank you so much how many raids @mompou_mumpow did and their.
2407,Borderlands,Negative,Man Gearbox really needs to fix this dissapointing drops in the new Borderlands 3 DLC cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while anywhere else i get 6-10 drops. . Really sucks alot
2407,Borderlands,Negative,"Man Gearbox really needs to fix these disappointing drops in the new Borderlands 3 DLC for farm bosses on Mayhem 10 to get a legendary drop, while I get 6-10 drops elsewhere."
2407,Borderlands,Negative,Man Gearbox really needs to fix this disssapointing drops in the new Borderlands 3 DLC cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while elsewhere i get 6-10 drops... Really sucks alot
2407,Borderlands,Negative,Man Bethesda really needs to fix this dissapointing drops and the new Borderlands 3 It cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while anywhere else i get 6-10 drops.. Really sucks...
2407,Borderlands,Negative,Man Gearbox really needs to fix this dissapointing drops in the completely new Borderlands 3 Days DLC i cant e be fine having to be farm bosses on Mayhem 10 to e get 1 legendary foot drop while anywhere else i get 6 - 10 drops.. It Really sucks to alot
2407,Borderlands,Negative,<unk> Gearbox really time to fix this 10 drops in the new Borderlands 3 DLC or be fine to force bosses on Mayhem 10 to get a legendary drop while everyone else i get 6-10 drops.. Really needs alot
2408,Borderlands,Neutral,Check out this epic streamer!.  
2408,Borderlands,Neutral,Check out this epic streamer!.
2408,Borderlands,Neutral,Watch this epic striptease!.
2408,Borderlands,Neutral,Check out our epic streamer!.
2408,Borderlands,Neutral,Check out this big epic streamer!.
2408,Borderlands,Neutral,Check<unk> this epic streamer!.
2409,Borderlands,Neutral,Blaming Sight for Tardiness! A little bit of borderlands. I got called in early for work tomorrow so I can't make up time. Sorry my loves .  twitch.tv/punnisenpai
2409,Borderlands,Neutral,"A bit of borderland. I was called to work tomorrow morning, so I can't catch up. Sorry, my love. twitch.tv / punnisenpai"
2409,Borderlands,Neutral,"Guilty of sobriety! A bit of a borderline. I was called to work early tomorrow, so I can't catch up."
2409,Borderlands,Neutral,Blaming Sight for Tardiness! A little bit of borderlands. I got called in early for work tomorrow so I can't make up time. Sorry my loves .  twitch.tv/punnisenpai
2409,Borderlands,Neutral,for Blaming Sight for Tardiness! A little bit of borderlands. I got called in early for work tomorrow so I can't make up time. Sorry my loves .  twitch.tv/punnisenpai
2409,Borderlands,Neutral,all
2410,Borderlands,Negative,why does like every man in borderlands have slicked back hair haven’t you heard of bangs you stupid assholes
2410,Borderlands,Negative,"Why, like every man in border countries, have you not heard of bangs, you stupid assholes?"
2410,Borderlands,Negative,"Why, like everyone else in the border countries, have your hair fallen off, have you not heard that you are stupid aliens?"
2410,Borderlands,Negative,why does like<unk> man in borderlands have slicked back hair or you heard of bangs you stupid assholes
2410,Borderlands,Negative,why Beth does like every man in borderlands have she slicked that back hair haven ’ t you heard enough of gray bangs you stupid assholes
2410,Borderlands,Negative,why does practically every man in France have slicked back hair haven’t you heard of bangs the greedy assholes
2411,Borderlands,Neutral, . . [  
2411,Borderlands,Neutral,
2411,Borderlands,Neutral,.. [
2411,Borderlands,Neutral,.. 45
2411,Borderlands,Neutral,.. [
2411,Borderlands,Neutral,.. what
2412,Borderlands,Positive,Going to finish up Borderlands 2 today. I've got some new commands set up and am looking forward to a good stream! Starting in about am hour!
2412,Borderlands,Positive,I will finish Borderlands 2 today. I have some new commands set up and am looking forward to a good stream! Start in about an hour!
2412,Borderlands,Positive,I'm going to finish Borderlands 2 today. I have some new commands installed and I'm looking forward to a good stream!
2412,Borderlands,Positive,Going to finish up Borderlands 2 today. I've got some new events set up and am look forward to a good stream! Starting in about 20 hour!
2412,Borderlands,Positive,Going to finish finish cleaning up Borderlands 2 today. I've just got her some new commands set all up and am looking forward it to a good stream! Starting in about am hour!
2412,Borderlands,Positive,Going to finish up volume 2 today. I've got some awesome server set up and is looking forward to a good stream! Starting in about am hour!
2413,Borderlands,Positive,imma probably play some borderlands tps in a bit . that'll be fun
2413,Borderlands,Positive,imma is probably playing a bit of borderland tps. That will be fun.
2413,Borderlands,Positive,imma will probably play some border tps in a bit. It's going to be fun
2413,Borderlands,Positive,imma probably play live borderlands tps in a bit. that'll be fun
2413,Borderlands,Positive,for imma probably play some borderlands tps in a bit. that'yer ll be a fun
2413,Borderlands,Positive,imma probably got some video tps in a bit. that'll make fun
2414,Borderlands,Neutral,"One of our own @ProfZeroo is live w/ @borderlands 3‼.  .  . . Catch him here: buff.ly/2WmmiP5 . . Say ""Streamer Shouts"" in chat for a chance to be in a coming. @streamer_shouts Shout Out. . .  "
2414,Borderlands,Neutral,"One of our own @ ProfZeroo is live w / @ borderlands 3.... catch him here: buff.ly / 2WmmiP5.. Say ""Streamer Shouts"" in chat for a chance to be in an upcoming one. @ streamer _ shouts Shout Out..."
2414,Borderlands,Neutral,"One of our own @ ProfZero - live w / @ borderlands 3.... Catch him here: buff.ly / 2WmmiP5... Say ""Stream Shouts"" in chat for a chat for a chance to be in a coming. @ stream _ Shouts Shout Out...."
2414,Borderlands,Neutral,"One of our own @ProfZeroo is live >/ @borderlands 3‼. . !. Catch him here: buff.ly/2WmmiP5 p. Say some Shouts"" in chat – a chance to be in a coming. Also Shout Out..."
2414,Borderlands,Neutral,"One of our shows own @ProfZeroo is live via w / at @borderlands 3 and [UNK].... Catch him here : the buff. ly / to 2WmmiP5.. to Say "" Streamer Shouts "" in chat for a chance to officially be in a series coming. @streamer_shouts 1 Shout Out..."
2414,Borderlands,Neutral,"One of its own movies is live w/ @ProfZeroo 3!!.... Catch him from: buff.ly/2WmmiP5.. for ""Streamer Shouts"" in invitation or a chance to be out a coming. All 3 invites..."
2415,Borderlands,Positive,FUCK YESSSSSSSS . 
2415,Borderlands,Positive,FICK YESSSSSS.
2415,Borderlands,Positive,FUCK YESSSSSSSS.
2415,Borderlands,Positive,FUCK YESSSSSSSS<unk>
2415,Borderlands,Positive,A FUCK... YESSSSSSSS.
2415,Borderlands,Positive,FUCK YOU.
2416,Borderlands,Neutral,I hate that this easy mayhem modifier event on mayhem won’t last forever. this is the most fun i’ve had in the game since they added them horrible modifiers. @Borderlands please give me the option to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate that this simple Chaos Modifier event on Chaos won't last forever. That's the most fun I've had in the game since they added terrible modifiers. @ Borderlands please give me the option to play Chaos 10 but turn off the modifiers.
2416,Borderlands,Neutral,I hate that this easy mayhem modifier event on mayhem won't last forever. this is the most fun i've had in the game since they added them horrible modifiers. @ Borderlands please give me the option to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate saying this easy day 9 event on mayhem won’t last forever. this is the most fun i’ve had in the game since they added them horrible modifiers. @Borderlands please give me some ability to play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate thinking that this easy mayhem modifier event on total mayhem won ’ t last forever. this is the absolutely most ridiculous fun experience i ’ ve had in the game almost since... they added them horrible modifiers. @Borderlands please do give me the option option to a play mayhem 10 but turn the modifiers off PLS
2416,Borderlands,Neutral,I hate that this easy horrible modifier event on game 10 last forever. That is the best fun i’ve taken in the past until they added them horrible modifiers. @Borderlands please send me the option to play mayhem 10 but turn the modifiers for PLS
2417,Borderlands,Negative,Grounded almost looked pretty cool even despite the borderlands tier unfunny writing until it became yet another survival crafting game. I really can’t wait for this shitty trend to die
2417,Borderlands,Negative,"Grounded looked cool despite the borderline unfunny writing, until it became another survival crafting game. I really can't wait for this crappy trend to die."
2417,Borderlands,Negative,"Grosskreutz looked pretty cool, even despite the unfunny spelling, until it turned into another survival game. I really can't wait for this crap trend to die"
2417,Borderlands,Negative,Grounded almost looked pretty cool here despite the borderlands tier unfunny writing until it became yet an survival crafting game. I really can’t wait for this shitty mod to die
2417,Borderlands,Negative,Deep Grounded almost looked pretty cool even despite the borderlands fifth tier unfunny writing format until ultimately it became yet another survival crafting mobile game. I really can ’ t wait for this shitty trend starting to... die
2417,Borderlands,Negative,Grounded almost was pretty cool even despite the top tier unfunny writing until we became yet another annoying crafting game. I seriously can’t wait on this shitty trend to die
2418,Borderlands,Irrelevant,"Appreciate the (sonic) concepts / praxis Valenzuela and Landa-Posas thread together in this talk: multimodal listening, soundwalks, borderlands frameworks, participatory action research, and testimonios. . . So many thoughtful and resonant intersections here.. .  "
2418,Borderlands,Irrelevant,"Appreciate the (sound) concepts / practices that Valenzuela and Landa-Posas combine in this lecture: multimodal listening, soundwalks, borderland frameworks, participatory action research and testimonies... So many thoughtful and resonant intersections here..."
2418,Borderlands,Irrelevant,"Evaluate the (sound) concepts / concepts of Valensela and Landa Pozas together in this conversation: multimodal listening, walks, border areas, joint action studies, etc. So many amazing and resonant intersections here..."
2418,Borderlands,Irrelevant,"Appreciate the (sonic) concepts / praxis Valenzuela and Moreno-Posas have together in this talk: multimodal listening, soundwalks, borderlands recordings, participatory field research, and testimonios.... So many thoughtful and resonant intersections here.. :-)"
2418,Borderlands,Irrelevant,"Appreciate by the ( sonic ) electronic concepts / praxis Valenzuela and Landa - Posas do thread together together in creating this talk : multimodal visual listening, digital soundwalks, borderlands frameworks, participatory action research, interviews and testimonios... So many thoughtful thoughts and resonant intersections reflected here..."
2418,Borderlands,Irrelevant,"Appreciate the (sonic) conversations / actions Klein and Landa-Posas brought together in our talk: multimodal experiences, soundwalks, ethical frameworks, participatory action practices, and testimonios... So many provocative and resonant intersections today..."
2419,Borderlands,Negative,@Borderlands how do I submit a complaint? Your CEO isn't paying his staff their bonuses.
2419,Borderlands,Negative,"@ Borderlands, how can I file a complaint? Your CEO doesn't pay his employees their bonuses."
2419,Borderlands,Negative,@ Borderlands how to file a complaint? Your CEO doesn't pay his employees bonuses.
2419,Borderlands,Negative,@Borderlands how did I submit a complaint? Your CEO isn't paying his competitors their bonuses.
2419,Borderlands,Negative,@Borderlands how do suppose I submit a complaint? Your CEO isn'ain t even paying his entire staff their bonuses.
2419,Borderlands,Negative,Now how do I submit any complaint? Your CEO isn't offering his staff their bonuses.
2420,Borderlands,Negative,All the Borderlands are fuckin trash
2420,Borderlands,Negative,All the Borderlands are damn rubbish
2420,Borderlands,Negative,All the borderlands are fucking thrash
2420,Borderlands,Negative,All the Borderlands shit fuckin trash
2420,Borderlands,Negative,35 All the Borderlands are fuckin trash
2420,Borderlands,Negative,All the Borderlands are fuckin stupid
2421,Borderlands,Positive,"Finally played through borderlands 3. The actual game play is great. Almost all guns feel fun, and I never once felt like I needed to grind. That story on the other hand.... All I will say Is that I'm very much so looking forward to the eventual cutscene skip :)"
2421,Borderlands,Positive,"Finally played by Borderlands 3. The actual game is great. Almost all weapons feel funny, and I never felt like I had to grind. On the other hand... All I will say is that I am very much looking forward to the eventual sequence skip:)"
2421,Borderlands,Positive,This story on the other hand.... All I will say is that I'm looking forward to an occasional slip:)
2421,Borderlands,Positive,"Finally played through borderlands 3. The open game play is great. Almost all guns feel fun, and I never once felt like I needed to grind. The story on to another hand.... All I will say Is that I'm very much so looking forward to its eventual cutscene skip :)"
2421,Borderlands,Positive,"Finally played through borderlands 3. The actual game I play is great. Almost all guns feel fun, and yet I never once felt much like someone I seriously needed to grind. That pretty story on the other side hand.... All I will say Is that I'm very damn much so forward looking forward to the eventual endless cutscene skip : )"
2421,Borderlands,Positive,"Finally played through borderlands 5. The actual game play is great. Almost all guns were fun, and I never once felt sure I needed to grind. That story is the other hand.... but I will say now oh yes'm very much so looking forward to the extended cutscene skip :)"
2422,Borderlands,Irrelevant,Loving these new @GhostLifestyle cans!! Anyone else drink Ghost?. .. .. . .  
2422,Borderlands,Irrelevant,I love these new @ GhostLifestyle cans!! Everyone else drinks ghost?....
2422,Borderlands,Irrelevant,Love these new @ GhostLive cans!! Does anyone else drink Ghost?..
2422,Borderlands,Irrelevant,Loving these new @GhostLifestyle cans!! Anyone else drink Ghost?......
2422,Borderlands,Irrelevant,Loving back these three new @GhostLifestyle cans!! By Anyone else else drink Ghost?.......
2422,Borderlands,Irrelevant,do these new @GhostLifestyle<unk> They want drink Ghost?.......
2423,Borderlands,Positive,Come meet one of the lovely Gaming Goddesses . 
2423,Borderlands,Positive,Meet one of the lovely gambling goddesses.
2423,Borderlands,Positive,Come meet one of the beautiful gods of gambling.
2423,Borderlands,Positive,Come to one of the lovely Gaming Goddesses.
2423,Borderlands,Positive,16 Come meet one of... the lovely Gaming Goddesses.
2423,Borderlands,Positive,Come meet one of the lovely Green Goddesses.
2424,Borderlands,Irrelevant,How the hell are we into Halloween month already?! . 
2424,Borderlands,Irrelevant,How the hell are we already into Halloween month?!.
2424,Borderlands,Irrelevant,How the hell are we already in Halloween month?!.
2424,Borderlands,Irrelevant,How the hell are March into Halloween month already?!.
2424,Borderlands,Irrelevant,How the hell are pulling we into Halloween month starting already?!.
2424,Borderlands,Irrelevant,in the hell are we into Halloween month already?!.
2425,Borderlands,Negative,"""What a bitch!"""
2425,Borderlands,Negative,"""What a slut!"""
2425,Borderlands,Negative,"""What a bitch!"""
2425,Borderlands,Negative,"""What terrible bitch!"""
2425,Borderlands,Negative,"""... What a bitch! """
2425,Borderlands,Negative,"""What a miracle!"""
2426,Borderlands,Positive,Ok I am LOVING THIS (also playing Bombs Over Baghdad in anything gets me hype)  Very Borderlands like and the concept is A1!
2426,Borderlands,Positive,Ok I'm LOVING THIS (also playing Bombs Over Baghdad in something gives me a hype) Very Borderlands like and the concept is A1!
2426,Borderlands,Positive,Ok I am LOVING THIS (also playing Bombs Over Baghad in anything gets me here) Very Borderlands like and the concept is A1!
2426,Borderlands,Positive,Ok I am LOVING THIS (also seeing Take Over Baghdad in anything gets me hype)  Very Borderlands like and the concept is awesome!
2426,Borderlands,Positive,Ok sir I am LOVING THIS ( also just playing Bombs Over Baghdad and in case anything gets its me hype ) I Very Borderlands like and the concept is A1!
2426,Borderlands,Positive,Ok I am LOVING THIS (also playing Bombs and Earth in anything gets me hype) Very good RPG and the concept is A1!
2427,Borderlands,Positive,Just uninstalled all of my other games to make space for Borderlands 3 . 
2427,Borderlands,Positive,Just uninstall all my other games to make room for Borderlands 3.
2427,Borderlands,Positive,Just deleted all my other games to make room for Borderlands 3.
2427,Borderlands,Positive,Just uninstalled all of my other games will make space for Borderlands 3.
2427,Borderlands,Positive,Just uninstalled all other of my my other games to make space for watching Borderlands 3.
2427,Borderlands,Positive,Just uninstalled all of all other games in make space for Borderlands 3.
2428,Borderlands,Neutral,"Already loving Bleeding Edge... what a clever game! Cross between Overwatch, Borderlands and Domination game mode. Cool as!. .  "
2428,Borderlands,Neutral,"I love Bleeding Edge... what a clever game! Crossroads of Overwatch, Borderlands and Domination game mode. Cool as!.."
2428,Borderlands,Neutral,"Cross between Overwatch, Borderlands and Domination game mode. Cool as!."
2428,Borderlands,Neutral,"Already loving Bleeding Edge... what a fun game! Cross between Overwatch, Borderlands and Xbox game mode. Cool as!.."
2428,Borderlands,Neutral,"Already also loving the Bleeding Edge... what is a clever game! Cross between Overwatch, Borderlands and Future Domination game mode. 2016 Cool out as!.."
2428,Borderlands,Neutral,"Already played Bleeding Edge... what a clever game! Cross between fantasy, Borderlands non Domination game mode. Playing as!.."
2429,Borderlands,Positive,Bioshock AND borderlands coming to the switch bitch count me the fuck in
2429,Borderlands,Positive,Bioshock AND borderlands coming to the switch bitch count me the fuck in
2429,Borderlands,Positive,Bioshock And borderlands coming to the switch bitch count me the fuck in
2429,Borderlands,Positive,Bioshock AND borderlands coming to the desert bitch count me the fuck in
2429,Borderlands,Positive,Bioshock Montana AND other borderlands Are coming to the switch bitch count me the fuck in
2429,Borderlands,Positive,Bioshock AND borderlands coming after your switch bitch count me the fuck in
2430,Borderlands,Positive,Platinum is the best loot @Borderlands  
2430,Borderlands,Positive,Platinum is the best booty @ Borderlands
2430,Borderlands,Positive,Platinum is the best lot @ Borderlands
2430,Borderlands,Positive,Platinum has the best loot @Borderlands
2430,Borderlands,Positive,Platinum Rock is named the best loot @Borderlands
2430,Borderlands,Positive,Platinum is the best loot the
2431,Borderlands,Neutral,"For some reason, my laptop can run Borderlands 3, War thunder and Warframe all on high settings.. . BUT. . The moment I even try to even launch Csgo my entire computer crashes..."
2431,Borderlands,Neutral,"For some reason my laptop can run Borderlands 3, War Thunder and Warframe at high settings... BUT.. the moment I even try to start Csgo, my entire computer crashes..."
2431,Borderlands,Neutral,"For some reason, my laptop can run Borderlands 3, War Thunder, and Warframe at high settings.. BUT... The moment I even try to run CSgo, my whole computer breaks down..."
2431,Borderlands,Neutral,"For some reason, my Firefox can run Borderlands 3, War thunder plus Warframe all on high settings... no.. The moment I even try to even launch Csgo its entire computer crashes..."
2431,Borderlands,Neutral,"For some reason, my laptop can easily run Borderlands Volume 3, Chaos War thunder and Warframe all currently on high settings... A BUT.. A The moment I even dare try to even launch Csgo to my mind entire computer crashes..."
2431,Borderlands,Neutral,"For some reason, my software can mount Act 3, War thunder King Thunder all on high speeds... BUT.. The moment I even try to even launch from my entire computer crashes..."
2432,Borderlands,Positive,Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_
2432,Borderlands,Positive,Start streaming this morning! I'm still playing some of the Borderlands DLCs and vibrating to my new playlists I've made. Come vibe. I'm also lowering my quality to 720p to see if it makes a difference how well my stream runs on my stupid internet Lmao... twitch.tv / heyitscece _
2432,Borderlands,Positive,Jon stream early today! Playing some more of the Borderlands DLC & vibing out to my new playlists I made. come vibe. Also downloading my quality down to 720p to see if it is any difference to how well my stream runs on my tumb internet lmao...
2432,Borderlands,Positive,Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_
2432,Borderlands,Positive,the Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_
2432,Borderlands,Positive,why
2433,Borderlands,Neutral,i enter that gunner seat and i fear for my life
2433,Borderlands,Neutral,I step into the trench and fear for my life
2433,Borderlands,Neutral,i enter that gunner seat and i fear for my life
2433,Borderlands,Neutral,i enter that gunner seat and actually fear for my life
2433,Borderlands,Neutral,i then enter in that gunner seat and i fear for my life
2433,Borderlands,Neutral,i enter that gunner seat and i fear for a life
2434,Borderlands,Negative,fuck it .  pic.twitter.com/Wav1bacr5j
2434,Borderlands,Negative,Fuck it. pic.twitter.com / Wav1bacr5j
2434,Borderlands,Negative,fuck it. pic.wikipedia.org / Wav1bacr5j
2434,Borderlands,Negative,fuck it .  pic.twitter.com/Wav1bacr5j
2434,Borderlands,Negative,V fuck it .  pic.twitter.com/Wav1bacr5j
2434,Borderlands,Negative,I
2435,Borderlands,Positive,Borderlands 2 is so good omg
2435,Borderlands,Positive,Borderlands 2 is so good omg
2435,Borderlands,Positive,Borderlands 2 is so good omg
2435,Borderlands,Positive,Borderlands 2 is now good omg
2435,Borderlands,Positive,Borderlands 2 is ever so good omg
2435,Borderlands,Positive,Borderlands 2 is so an omg
2436,Borderlands,Neutral,update 2: i thwarted the bank and now own borderlands 3
2436,Borderlands,Neutral,update 2: I foiled the bank and now own borderlands 3
2436,Borderlands,Neutral,update 2: i threatened the bank and now own borderlands 3
2436,Borderlands,Neutral,update 2: i thwarted the bank who now own borderlands 3
2436,Borderlands,Neutral,update 2 : i thwarted on the late bank trip and now own borderlands 3
2436,Borderlands,Neutral,update 2: i thwarted the bank we now own borderlands 3
2437,Borderlands,Negative,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less lot than lower mayhem levels. How is this possible with a +2500% loot modifier on. I swear I'm seeing more greens and blues than anything on boss kills.
2437,Borderlands,Negative,@ Borderlands something seems very broken with M10 drop rates. Constantly falling less than lower chaos levels. How is this possible when a + 2500% loot modifier is on. I swear I see more greens and blues than anything on boss kills.
2437,Borderlands,Negative,@ Borderlands something seems very broken with the M10 drop rate. Constantly falling less than the lower levels of mayhem. As possible with the +% production modifier.
2437,Borderlands,Negative,@Borderlands something seems kinda broken with M10 drop rates. Constantly pushing less lot than normal mayhem levels. How is this possible with a +2500% loot modifier on. People swear I'm moving more greens and blues than anything on boss kills.
2437,Borderlands,Negative,2 @Borderlands something seems very broken with M10 drop recovery rates. Constantly dropping seems less lot than lower mayhem levels. 3 How fast is this possible with a + 2500 % loot modifier next on. 1 I swear I'm actually seeing... more greens and blues now than anything on boss kills.
2437,Borderlands,Negative,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less gold from lower amounts here. How is this worked with your +2500% loot modifier on.<unk> swear I'm seeing more greens over blues than anything on boss kills.
2438,Borderlands,Irrelevant,"I'm in this @CBP video. @DHS_Wolf deceptively cut these parts of our report:. . 1⃣@LaikenJordahl saying ""this is ripping Arizona and the rest of the borderlands in two."". 2⃣USBP admittedly surveilling us on public road after violent clashes with Indigenous activists protesting wall."
2438,Borderlands,Irrelevant,"I'm in this @ CBP video. @ DHS _ Wolf misleadingly cut these parts of our report:... 1 @ LaikenJordahl says, ""This is tearing Arizona and the rest of the border country in two."" 2 USBP admittedly monitors us on public streets after violent clashes with indigenous activists protesting against the wall."
2438,Borderlands,Irrelevant,I am in this video by @ CBP. @ DHS _ Wolf deceptively cuts out these parts of our report:............................................................................................................................................
2438,Borderlands,Irrelevant,"I'm in this @CBP video. Somebody deceptively cut these bits of that report:.. 1⃣@DHS_Wolf says ""this is ripping Arizona and the rest of the borderlands in two."". 2⃣USBP admittedly surveilling us on public road of fatal clashes with Indigenous activists from wall."
2438,Borderlands,Irrelevant,"I'm in fact this entire @CBP video. @DHS_Wolf deceptively cut these parts of our report :.. The [UNK] before saying "" this is ripping into Arizona and... the rest side of the borderlands in two. "". [UNK] admittedly surveilling us on public road after violent clashes began with Indigenous American activists over protesting wall."
2438,Borderlands,Irrelevant,"I'm in this protest video. BP deceptively cut out parts of our report:.. BP saying ""this is taking Arizona and the rest of the borderlands in two."". 2USBP admittedly surveilling photos on public road after violent clashes with Tucson Muslims against our."
2439,Borderlands,Positive,I got to play Borderlands 2 with the entire polycule tonight. It was fun and magical. The the evening had to end. *sigh*.
2439,Borderlands,Positive,"I was allowed to play Borderlands 2 tonight with all the polyphony. It was funny and magical, the evening had to end. * sigh *."
2439,Borderlands,Positive,I had to play Borderlands 2 with all the polyslice tonight. It was fun and magical. The evening had to end. * sigh *.
2439,Borderlands,Positive,"I got to enjoy Borderlands 2 with the entire polycule tonight. It was fun, magical. The the evening had better end. *sigh*."
2439,Borderlands,Positive,So I got to play Borderlands part 2 with the same entire polycule tonight. It was really fun and magical. The The the evening finally had to end. * sigh *.
2439,Borderlands,Positive,I got to play Jackson 2 with his entire polycule tonight. It was fun completely magical. The happy evening had to end. *sigh*.
2440,Borderlands,Negative,This is shitty. I get that profit-wise it was less than expected due to a huge budget.
